Commentaire,star,long_com,mots_neg,trouve_int,trouve_exc,nb_pt,mot_maj,nb_maj,target
fevrier toujours aucune nouvelle colis remboursement sav donne aucune nouvelle honteux commande toujours recu colis expedie janvier reclamation janvier recois message aujourd hui semaine dire enquete ouverte faut patiente encore jours honte derniere commande devraient prendre exemple sav amazon resout problemes moins heureusement paye paypal vais ouvrir litige veut acheter site francais resultat lamentable derniere ,1,731,4,8,0,8,2,17,0
commande bonjour conversation dit remboursement ici mercredi lundi reste toujours aucun remboursement mails contacts part shoroomprive va semaines mercredi renvoye colis abuser part shoroom prive vu avis pense quoi etonner personnes soucie tort non faut monter action collective contre see rembourses facilement rentre tous contactent quoi bouger choses ,1,653,7,1,0,1,0,7,0
basse qualite meuble livraison retard mois articles jamais arrives attends toujours etre remboursee apparement retour complique premiere derniere francesca ,1,267,2,0,0,0,0,4,0
bonjour pirater compte showroomprive personne mal intentionnee achat nom paiement organisme credit oney rendue compte recu mail confirmation commande expedition commande part showroomprive connaissance commande lorsque oney appele prevenir premier prelevement refuse telephone showroomprive explications confirment commande indique celle ci encore livree demande annuler probleme regle sauf continue recevoir relance oney paiement refuse precise impossible joindre oney recontacte plusieurs showroomprive assure commande bien annulee faut inquieter font remonter probleme service financier recontactent jours suivent rappellent jamais dure depuis novembre commande date fin septembre semaine recu mise demeure regler sinon inscrite banque france interdit bancaire achat appris semaine via moderateur showroomprive parce laisse messages forum millions consommateurs commande jamais annule livre seine saint denis consigne click and collect vis bretagne avant contacte premiere depuis debut mene bateau service client service client dit aujourd hui probleme commande pourtant achat effectue surement carte volee resultat aller gendarmerie declarer achat frauduleux merci showroomprive bien bloque compte acces ,1,1967,10,0,0,0,0,25,0
prix gonfles fausse promotion honte crois showroomprive besoin argent pigeons exemple parmi tant autres paire bottine cuir synthethique petite marque vendent euros disant lieu euros mytho depuis paire chaussure style marque andree vent euros surtout cuir synthetique quelques annees showroomprive enseigne sympa loyale maintenant devenus menteurs gonfle prix client croit bonne affaire entrain rouler recommande ,1,689,2,9,4,13,1,18,0
probleme plateforme autre hormis prix avant reduction souvent errones faut verifier prix actuel rarement reductions annoncees cas probleme bien reponse purement simplement bien mail reponse achete ensemble bagues divines argent plaque or coup argent puisque plaquage tiens jours retirant laver mains doucher trio trois couleurs bague completement argentee seulement partie eme or pale reception mefier placage presque orange reclamation reponse vendeur showroom sans compter bijoux extremement petits photo commande numero ndeg jours transmis numero commande merci confirme propos haut cas probleme reponse pense finalement deux etoiles trop mois toujours reponse voila preuve service reactif ,1,1187,10,0,0,0,0,12,0
scandaleux cliente fidele depuis nombreuses annees attente depuis mois novembre remboursement scandalisee ,1,150,1,1,0,1,1,12,0
contrefacon interdite loi verifiez vendez pigeons part commanderai jamais honte pouvoir vendre vi avis contrefacons seule ,1,242,1,0,0,0,0,1,0
rappel voici avis poste commande bague createur parisien bout mois partie or bague tombe sans doute mal fixee fais part showroomprive premiere reponse informe vont contacter fournisseur second email relance part indique finalement achat depasse delai retractation jours explique agit defaut fabrication existe delai legal garantie nouvelles relances part accordent genereusement euros dedommagement conteste rajoutent euros finis contacter fournisseur informe showroomprive jamais contacte renvois email afin refuser euros explique demande uniquement reparation echange bague aucune reponse regardant differents avis showroomprive constate plusieurs clients egalement recu produits defectueux avis conseiller showroom prive propose rappeler vive voix final dire peuvent garantie conclusion retrouve bague achete mettrai jamais moins payer reparation equivalent prix bague ,1,1393,4,7,0,7,0,19,0
bonjour commande bijoux produit correspond depose retour janvier depuis relais colis indique colis annonce encore integre reseau faisait annees commande bien continue commande ,1,360,2,0,0,0,11,56,0
extremement decue achete sac marque travail cuir bout jours utilisation attaches lachees pc parterre totale showroom prive veut entendre aucuns remboursements possible inadmissible recommande site achats ligne ,1,304,1,3,0,3,0,6,0
devient mediocre qualite produits honteuses lorsqu enorme defaut rembourse fdp base certains articles arrivent jamais attente longue ,1,215,1,0,0,0,0,3,0
commande meuble tv arrive rouille bancal peinture partie showroomprive rembourse uniquement frais livraison eur meuble vendu eur experience similaire commande soutien gorge dont baleines sortaient aucun remboursement service client mediocre aucune comprehension empathie site bien prix interet commande pose probleme sinon argent jete fenetres voici numero commande numero commande ,1,574,6,3,0,3,1,9,0
depuis quelques mois va modification formule infinity sans consentement retours longs laborieux service clients desirer commandez surs sinon allez voir ailleurs ,1,221,1,3,0,3,0,2,0
globalement bonnes experiences marques diversifiees expeditions font temps retours traites delais correct jamais besoin sav peux noter ,5,230,1,0,0,0,0,6,1
quel incompetence part showroomprive demande attendre delai instance jours expire colis devait etre livre sans raison particuliere mondial relay decide modifier point livraison livrer commande km pouvant rendre aussi loin demande showroomprive necessaire reponse showroomprive faut attendre delai instance jours expire toujours sans nouvelle commande re contacte service client showroomprive repond lance investigations aupres mondial relay connaitre raisons exactes retard debloquer livraison colis jours attente entre temps recois moins mails part showroomprive mondial relay dire point relais colis modifie sans consentement recois mail dire colis livre mondial relay km point relais colis origine recoit mail part showroomprive dire investigations aupres mondial relay faites colis finalement livre relais colis origine content decide rendre point relais quelle deception colis soir recontacte showroomprivee demander remboursement commande peux rendre km moins showroomprivee dispose payer taxi voici reponse souhaitez ailleurs remboursement commande regret pouvoir repondre favorablement demande invite attendre delai instance jours expire afin colis revienne vers recevrez mail informant reception colis services proposant reexpedition annulation commande lisant genre message faute client colis mis mois etre livre faute client livre mauvais point relais encore faute client moyens part agit moyen locomotion rendre km domicile aller recuperer commande showroomprive faute client part vue telle incompetence service client vais encore attendre encore jours delai instance passe afin rembourser part ferai jamais commande showroomprive edit appel ayoub service client personne agreable cherche solution afin rembourse vite possible pense probleme regle ,3,2965,14,0,0,0,1,39,0
dernier avis numero commande ,1,49,0,0,0,0,0,2,0
bonjour ere experience showroom achete paire chaussures dechiree long couture bout semaines reste chaussure impecc agissait probablement defaut showroom voulu savoir disant delai retractation depasse coup fil reponse ecrite retrouve chaussures peuvent etre portees aucun geste commercial aucune excuse fuir ,1,484,3,0,0,0,0,8,0
bonjour plusieurs choses site commande deux manque articles besoins jours enqueter trouver moyen dire va croire parole dis bizarrement trouve toujours probleme vient warehouse excellents commande jamais livree pareil enquete va savoir combien temps croire client ment toujours service client sang commande bijou bijoux defectueux arrive recuperer demi trouve moyen dire faute va expliquer debile bijoux tombe peut retrouver toujours chance certains tombes maison decouvert vu bijou terre photos appui deux produits ose dire faute vais croire parole ici showroomprive ecoute client chef traite content pareil enfin bon commande souvent site apprendra sacre voleur qualite produits vendent correctement boulot shipment service client moins service accusation faute vendent preuve deux voila merci hc ,1,1612,16,0,0,0,1,12,0
